Series Number,Episode Number,Episode Type,Title,Episode Date,Author Id,Doctor Id,Notes
27,12,Revised,Bad Wolf ,11-Jun-05,69,Ninth Doctor,
27,13,Revised,The Parting of the Ways ,18-Jun-05,69,Ninth Doctor,
28,1,Special,The Christmas Invasion,25-Dec-05,69,Ninth Doctor,
28,2,Revised,New Earth ,15-Apr-06,69,Tenth Doctor,
28,3,Revised,Tooth and Claw ,22-Apr-06,69,Tenth Doctor,
28,4,Revised,School Reunion ,29-Apr-06,74,Tenth Doctor,
28,5,Revised,The Girl in the Fireplace ,6-May-06,73,Tenth Doctor,
28,6,Revised,Rise of the Cybermen ,13-May-06,75,Tenth Doctor,
28,7,Revised,The Age of Steel ,20-May-06,75,Tenth Doctor,
28,8,Revised,The Idiot's Lantern ,27-May-06,70,Tenth Doctor,
28,9,Revised,The Impossible Planet ,3-Jun-06,76,Tenth Doctor,
28,10,Revised,The Satan Pit ,10-Jun-06,76,Tenth Doctor,
28,11,Revised,Love & Monsters ,17-Jun-06,69,Tenth Doctor,
28,12,Revised,Fear Her ,24-Jun-06,77,Tenth Doctor,
28,13,Revised,Army of Ghosts ,1-Jul-06,69,Tenth Doctor,
28,14,Revised,Doomsday ,8-Jul-06,69,Tenth Doctor,
29,1,Special,The Runaway Bride,25-Dec-06,69,Tenth Doctor,
29,2,Revised,Smith and Jones ,31-Mar-07,69,Tenth Doctor,
29,3,Revised,The Shakespeare Code ,7-Apr-07,78,Tenth Doctor,
29,4,Revised,Gridlock ,14-Apr-07,69,Tenth Doctor,
29,5,Revised,Daleks in Manhattan ,21-Apr-07,79,Tenth Doctor,
29,6,Revised,Evolution of the Daleks ,28-Apr-07,79,Tenth Doctor,
29,7,Revised,The Lazarus Experiment ,5-May-07,80,Tenth Doctor,
29,8,Revised,42,19-May-07,81,Tenth Doctor,
29,9,Revised,Human Nature ,26-May-07,72,Tenth Doctor,
29,10,Revised,The Family of Blood ,2-Jun-07,72,Tenth Doctor,
29,11,Revised,Blink ,9-Jun-07,73,Tenth Doctor,
29,12,Revised,Utopia ,16-Jun-07,69,Tenth Doctor,
29,13,Revised,The Sound of Drums ,23-Jun-07,69,Tenth Doctor,
29,14,Revised,Last of the Time Lords ,30-Jun-07,69,Tenth Doctor,
30,1,Special,Voyage of the Damned,25-Dec-07,69,Tenth Doctor,
30,2,Revised,Partners in Crime ,5-Apr-08,69,Tenth Doctor,
30,3,Revised,The Fires of Pompeii ,12-Apr-08,82,Tenth Doctor,
30,4,Revised,Planet of the Ood ,19-Apr-08,83,Tenth Doctor,
30,5,Revised,The Sontaran Stratagem ,26-Apr-08,79,Tenth Doctor,
30,6,Revised,The Poison Sky ,3-May-08,79,Tenth Doctor,
30,7,Revised,The Doctor's Daughter ,10-May-08,80,Tenth Doctor,
30,8,Revised,The Unicorn and the Wasp ,17-May-08,78,Tenth Doctor,
30,9,Revised,Silence in the Library ,31-May-08,73,Tenth Doctor,
30,10,Revised,Forest of the Dead ,7-Jun-08,73,Tenth Doctor,
30,11,Revised,Midnight ,14-Jun-08,69,Tenth Doctor,
30,12,Revised,Turn Left ,21-Jun-08,69,Tenth Doctor,
30,13,Revised,The Stolen Earth ,28-Jun-08,69,Tenth Doctor,
30,14,Revised,Journey's End ,5-Jul-08,69,Tenth Doctor,
,,Special,The Next Doctor,25-Dec-08,69,Tenth Doctor,
,,Special,Planet of the Dead,11-Apr-09,69,Tenth Doctor,
,,Special,The Waters of Mars,15-Nov-09,69,Tenth Doctor,
,,Special,The End of Time – Part One,25-Dec-09,69,Tenth Doctor,
,,Special,The End of Time – Part Two,1-Jan-10,69,Tenth Doctor,
31,1,Revised,The Eleventh Hour ,3-Apr-10,69,Eleventh Doctor,
31,2,Revised,The Beast Below ,10-Apr-10,69,Eleventh Doctor,
31,3,Revised,Victory of the Daleks ,17-Apr-10,69,Eleventh Doctor,
31,4,Revised,The Time of Angels ,24-Apr-10,69,Eleventh Doctor,
31,5,Revised,Flesh and Stone ,1-May-10,69,Eleventh Doctor,
31,6,Revised,The Vampires of Venice ,8-May-10,73,Eleventh Doctor,
31,7,Revised,Amy's Choice ,15-May-10,73,Eleventh Doctor,
31,8,Revised,The Hungry Earth ,22-May-10,70,Eleventh Doctor,
31,9,Revised,Cold Blood ,29-May-10,73,Eleventh Doctor,
31,10,Revised,Vincent and the Doctor ,5-Jun-10,73,Eleventh Doctor,
31,11,Revised,The Lodger ,12-Jun-10,74,Eleventh Doctor,
31,12,Revised,The Pandorica Opens ,19-Jun-10,85,Eleventh Doctor,
31,13,Revised,The Big Bang ,26-Jun-10,81,Eleventh Doctor,
32,1,Special,A Christams Carol,25-Dec-10,73,Eleventh Doctor,
32,2,Revised,The Impossible Astronaut ,23-Apr-11,81,Eleventh Doctor,
32,3,Revised,Day of the Moon ,30-Apr-11,86,Eleventh Doctor,
32,4,Revised,The Curse of the Black Spot ,7-May-11,78,Eleventh Doctor,
32,5,Revised,The Doctor's Wife ,14-May-11,73,Eleventh Doctor,
32,6,Revised,The Rebel Flesh ,21-May-11,73,Eleventh Doctor,
32,7,Revised,The Almost People ,28-May-11,73,Eleventh Doctor,
32,8,Revised,A Good Man Goes to War ,4-Jun-11,73,Eleventh Doctor,
32,9,Revised,Let's Kill Hitler ,27-Aug-11,87,Eleventh Doctor,
32,10,Revised,Night Terrors ,3-Sep-11,88,Eleventh Doctor,
32,11,Revised,The Girl Who Waited ,10-Sep-11,77,Eleventh Doctor,
32,12,Revised,The God Complex ,17-Sep-11,77,Eleventh Doctor,
32,13,Revised,Closing Time ,24-Sep-11,73,Eleventh Doctor,
32,14,Revised,The Wedding of River Song ,1-Oct-11,73,Eleventh Doctor,
33,1,Special,"The Doctor, the Window, and the Wardrobe",25-Dec-11,73,Eleventh Doctor,
33,2,Revised,Asylum of the Daleks ,1-Sep-12,73,Eleventh Doctor,
33,3,Revised,Dinosaurs on a Spaceship ,8-Sep-12,81,Eleventh Doctor,
33,4,Revised,A Town Called Mercy ,15-Sep-12,74,Eleventh Doctor,
33,5,Revised,The Power of Three ,22-Sep-12,81,Eleventh Doctor,
33,6,Revised,The Angels Take Manhattan ,29-Sep-12,73,Eleventh Doctor,
33,7,Special,The Snowmen,25-Dec-12,73,Eleventh Doctor,
33,8,Revised,The Bells of Saint John ,30-Mar-13,73,Eleventh Doctor,
33,9,Revised,The Rings of Akhaten ,6-Apr-13,89,Eleventh Doctor,
33,10,Revised,Cold War ,13-Apr-13,70,Eleventh Doctor,
33,11,Revised,Hide ,20-Apr-13,89,Eleventh Doctor,
33,12,Revised,Journey to the Centre of the TARDIS ,27-Apr-13,87,Eleventh Doctor,
33,13,Revised,The Crimson Horror ,4-May-13,70,Eleventh Doctor,
33,14,Revised,Nightmare in Silver ,11-May-13,88,Eleventh Doctor,
33,15,Revised,The Name of the Doctor ,18-May-13,73,Eleventh Doctor,
,,Special,The Day of the Doctor,23-Nov-13,73,Eleventh Doctor,
,,Special,The Time of the Doctor,25-Dec-13,73,Eleventh Doctor,
34,1,Revised,Deep Breath ,23-Aug-14,73,Twelfth Doctor,
34,2,Revised,Into the Dalek ,30-Aug-14,84,Twelfth Doctor,
34,3,Revised,Robot of Sherwood ,6-Sep-14,70,Twelfth Doctor,
34,4,Revised,Listen ,13-Sep-14,73,Twelfth Doctor,
34,5,Revised,Time Heist ,20-Sep-14,87,Twelfth Doctor,
34,6,Revised,The Caretaker ,27-Sep-14,78,Twelfth Doctor,
34,7,Revised,Kill the Moon ,4-Oct-14,90,Twelfth Doctor,
34,8,Revised,Mummy on the Orient Express ,11-Oct-14,91,Twelfth Doctor,
34,9,Revised,Flatline ,18-Oct-14,91,Twelfth Doctor,
34,10,Revised,In the Forest of the Night ,25-Oct-14,92,Twelfth Doctor,
34,11,Revised,Dark Water ,1-Nov-14,73,Twelfth Doctor,
34,12,Revised,Death in Heaven ,8-Nov-14,73,Twelfth Doctor,
35,1,Special,Last Christmas,25-Dec-14,73,Twelfth Doctor,
35,2,Revised,The Magician's Apprentice ,19-Sep-15,73,Twelfth Doctor,
35,3,Revised,The Witch's Familiar ,26-Sep-15,73,Twelfth Doctor,
35,4,Revised,Under the Lake ,3-Oct-15,74,Twelfth Doctor,
35,5,Revised,Before the Flood ,10-Oct-15,74,Twelfth Doctor,
35,6,Revised,The Girl Who Died ,17-Oct-15,91,Twelfth Doctor,
35,7,Revised,The Woman Who Lived ,24-Oct-15,93,Twelfth Doctor,
35,8,Revised,The Zygon Invasion ,31-Oct-15,90,Twelfth Doctor,
35,9,Revised,The Zygon Inversion ,7-Nov-15,90,Twelfth Doctor,
35,10,Revised,Sleep No More ,14-Nov-15,70,Twelfth Doctor,
35,11,Revised,Face the Raven ,21-Nov-15,94,Twelfth Doctor,
35,12,Revised,Heaven Sent ,28-Nov-15,73,Twelfth Doctor,
35,13,Revised,Hell Bent ,5-Dec-15,73,Twelfth Doctor,
35,14,Special,The Husbands of River Song,25-Dec-15,73,Twelfth Doctor,
36,1,Special,The Return of Doctor Mysterio,25-Dec-16,73,Twelfth Doctor,
36,2,Revised,The Pilot,15-Apr-17,73,Twelfth Doctor,
36,3,Revised,Smile,22-Apr-17,92,Twelfth Doctor,
36,4,Revised,Thin Ice,29-Apr-17,94,Twelfth Doctor,
36,5,Revised,Knock Knock ,6-May-17,95,Twelfth Doctor,
36,6,Revised,Oxygen ,13-May-17,91,Twelfth Doctor,
36,7,Revised,Extremis,20-May-17,73,Twelfth Doctor,
36,8,Revised,The Pyramid at the End of the World ,27-May-17,73,Twelfth Doctor,
36,9,Revised,The Lie of the Land,3-Jun-17,74,Twelfth Doctor,
36,10,Revised,Empress of Mars ,10-Jun-17,70,Twelfth Doctor,
36,11,Revised,The Eaters of Light ,17-Jun-17,67,Twelfth Doctor,
36,12,Revised,World Enough and Time ,24-Jun-17,73,Twelfth Doctor,
36,13,Revised,The Doctor Falls ,1-Jul-17,73,Twelfth Doctor,
36,14,Special,Twice Upon a Time,25-Dec-17,73,Twelfth Doctor,
37,1,Revised,The Woman Who Fell to Earth,7-Oct-18,81,Thirteenth Doctor,
37,2,Revised,The Ghost Monument ,14-Oct-18,81,Thirteenth Doctor,
37,3,Revised,Rosa ,21-Oct-18,81,Thirteenth Doctor,
37,4,Revised,Arachnids in the UK ,28-Oct-18,81,Thirteenth Doctor,
37,5,Revised,The Tsuranga Conundrum ,4-Nov-18,81,Thirteenth Doctor,
37,6,Revised,Demons of the Punjab ,11-Nov-18,97,Thirteenth Doctor,
37,7,Revised,Kerblam! ,18-Nov-18,98,Thirteenth Doctor,
37,8,Revised,The Witchfinders ,25-Nov-18,99,Thirteenth Doctor,
37,9,Revised,It Takes You Away ,2-Dec-18,100,Thirteenth Doctor,
37,10,Revised,The Battle of Ranskoor Av Kolos ,9-Dec-18,81,Thirteenth Doctor,
37,11,Special,Resolution,1-Jan-19,81,Thirteenth Doctor,
38,1,Revised,Spyfall - Part 1 ,1-Jan-20,81,Thirteenth Doctor,
38,2,Revised,Spyfall - Part 2 ,5-Jan-20,81,Thirteenth Doctor,
38,3,Revised,Orphan 55 ,12-Jan-20,100,Thirteenth Doctor,
38,4,Revised,Nikola Tesla's Night of Terror,19-Jan-20,101,Thirteenth Doctor,
38,5,Revised,Fugitive of the Judoon,26-Jan-20,81,Thirteenth Doctor,
38,6,Revised,Praxeus,2-Feb-20,81,Thirteenth Doctor,
38,7,Revised,Can You Hear Me?,9-Feb-20,81,Thirteenth Doctor,
38,8,Revised,The Haunting of Villa Diodati,16-Feb-20,103,Thirteenth Doctor,
38,9,Revised,Ascension of the Cybermen,23-Feb-20,81,Thirteenth Doctor,
38,10,Revised,The Timeless Children ,1-Mar-20,81,Thirteenth Doctor,
38,11,Special,Revolution of the Daleks,1-Jan-21,81,Thirteenth Doctor,
